COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Open - Ombudsman,,,Mongolia,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/OyuTolgoiCAOComplaint_Oct122012_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_OT_April2013_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_OT_April2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFC_MIGAformalresponse_OTAssessment_May62013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointStatement_Feb-2014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointStatement_Feb-2014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointinfoflyer_Sep-2013_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointFlyer_Sep-2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Aug-2014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Aug-2014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointNewsrelease_Sep30_2014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointNewsrelease_Sep30_2014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_5Feb2015_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb2015_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/March2015JointStatementENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_OT_April2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/March2015JointStatementMON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_OT_April2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FInalGrazingAccessProtocol-ENG-March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_OT_April2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalGrazingAccessProtocol_MON_March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalTemporaryWaterDeliveryProtocol_ENG_March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalTemporaryWaterDeliveryProtocol_MON_March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTEOI_ENGandMON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_ENG_June2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalGrazingAccessProtocol_MON_March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_June2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/1July2015-TPCStatement_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Sep24_2015_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Sep24_2015_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalSignedMoUwithAnnexures_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalSignedMoUwithAnnexures_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015-12-25TPCJOINTSTATEMENTeng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015-12-25TPCJOINTSTATEMENTmon.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015TPCReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015TPCReport_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2014-2015_JointWorkReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2014-2015JointWorkReport_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement-Feb2016-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement-Feb2016-Mongolian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/01TPCjointstatementengApr_26_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/02TPCjointstatementmonApr_26_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03TPCjointstatementengJune_06_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/04TPCjointstatementmon_June_06_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/05TPCmeetingjointstatementengAug_18_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/06TPCmeetingjointstatementmonAug_18_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/07TPCmeetingjointstatementENGNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTIEP_FINALREPORT_ENG_January292017_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTIEP_FINALREPORT_MON_January292017_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb15-162017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb15-162017_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatementMarch2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatementMarch2017_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OT1_ComplaintResolutionAgreement1_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OT1_ComplaintResolutionAgreement1_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_May8-92017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Jointstatement_May8-92017_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June282017_CCCJointStatement_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June282017_CCCJointStatement_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June282017_CCCJointStatement_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_MON.pdf",,,A,,"October 12, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=191,CAO,21,"Impacts to land and water, Indigenous culture and livelihoods, compensation and relocation, project due diligence",,,,191,$400m A loan & $1b B loan,Oyu Tolgoi LLC 29007 (IFC) & 7041,(MIGA),"Oil, Gas, Mining, & Chemicals",,"October 12, 2012",,Mining,2012
Open - Ombudsman,,,Mongolia,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/UndaiRiverComplaint_Feb32013_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Undai_River_Complaint_Feb32013_MONGOLIAN.PDF, http://www.cao-ombudsman.org/cases/document-links/documents/OT-2_Assessment_Report_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OT-2_Assessment_Report_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCMIGACAOResponseonOT7.30.13.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointStatement_Feb-2014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointStatement_Feb-2014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_IEPWorkPlanandMethodology_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_IEPWorkPlanandMethodology_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALENG_ToRfor_UndaiRiverDiversionComplaint_CAO_IEP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINALMON_ToRfor_UndaiRiverDiversionComplaint_CAO_IEP.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointinfoflyer_Sep-2013_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EHT-OTJointFlyer_Sep-2013_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Aug-2014_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Aug-2014_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointNewsrelease_Sep30_2014_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointNewsrelease_Sep30_2014_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_5Feb2015_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov3-42014_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb2015_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ExecutiveSummary_edit_Jan_30_2015-ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MON_ExecutiveSummary_edit_Jan30_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/RecommendationstoStakeholders_edit_Jan_11_2015-Eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MON_RecommendationstoStakeholders_edit_Jan11_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/March2015JointStatementENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MON_RecommendationstoStakeholders_edit_Jan11_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/March2015JointStatementMON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTEOI_ENGandMON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_ENG_June2015_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalGrazingAccessProtocol_MON_March20-2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_June2015_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/1July2015-TPCStatement_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Sep24_2015_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Sep24_2015_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalSignedMoUwithAnnexures_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FinalSignedMoUwithAnnexures_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_MON_July2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015-12-25TPCJOINTSTATEMENTeng_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015-12-25TPCJOINTSTATEMENTmon_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015TPCReport_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2015TPCReport_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2014-2015_JointWorkReport_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/2014-2015JointWorkReport_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement-Feb2016-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement-Feb2016-Mongolian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/01TPCjointstatementengApr_26_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/02TPCjointstatementmonApr_26_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/03TPCjointstatementengJune_06_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/04TPCjointstatementmon_June_06_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/05TPCmeetingjointstatementengAug_18_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/06TPCmeetingjointstatementmonAug_18_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Jan112016_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/07TPCmeetingjointstatementENGNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTIEP_FINALREPORT_ENG_January292017_001.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MDTIEP_FINALREPORT_MON_January292017_001.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb15-162017_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Feb15-162017_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/08TPCmeetingjointstatementMONNov23_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatementMarch2017_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatementMarch2017_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OT2_ComplaintResolutionAgreement2_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/OT2_ComplaintResolutionAgreement2_MON.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_May8-92017_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Jointstatement_May8-92017_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_TPCGreetingsonLocalNewsletter_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/July192017_TPCJointStatement_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/June2017_Colombiatrippublicinformation_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_ENG_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_MON_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointStatement_Nov27_2017_MON_000.pdf",,,A,,"February 11, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=196,CAO,21,Mine impacts on Undai River,,,,196,$400m A loan & $1b B loan,Oyu Tolgoi LLC 29007 (IFC) & 7041,(MIGA),"Oil, Gas, Mining, & Chemicals",,"February 11, 2013",,Mining,2013
Open - Ombudsman,,,Myanmar,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AwbaGroupCompanyLtd_AssessmentReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Eng.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AwbaGroupCompanyLtd_AssessmentReport_MMR.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessment-AwbaGroupCompanyLtd.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Eng.pdf",,,B,,"October 04, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1267,CAO,21,"Water, community health, community consultation/stakeholder engagement, information disclosure, compliance with IFC Performance Standards",,,,1267,USD$ 10 million Convertible C Loan,Myanma Awaba Group Company Ltd. ,35880,Agribusiness,,"October 04, 2017",,XX - Other,2017
Closed,,,Papua New Guines,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/AESPNGAssessmentReportFeb_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponse_CAO_AssessmentReportAESPNGcomplaintpdf.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_PNG_AES_Apr272015.pdf",Completed,,B,,"September 29, 2014",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=228,CAO,21,Loss of land and due diligence,,,,228,US$4 million,AES PNG,32750,Infrastructure,,"September 29, 2014",,Port and Harbor Operations,2014
Closed,,,Papua New Guinea,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/images/Complaintletterpage1_071211.jpg, http://www.cao-ombudsman.org/cases/document-links/images/Complaintletterpage2_071211.jpg, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_NamesVillagesList_071211.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportPNGSEZ.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOassessmentreport-PNGSEZ564427.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/JointCommunique.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Signed_MoU_16-Oct-2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/PMIZ_Conclusion_Rpt_FINAL.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisal-IFCASProjectPNG-SEZ_08-29-14.pdf",,,,,"July 12, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=175,CAO,21,"Community consultation, environmental planning, impacts to fish, reefs and lagoons, and wider social and environmental impacts",,,,175,Advisory Services,PNG SEZ,564427,,,"July 12, 2011",,XX - Other,2011
Closed,,,Philippines,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/MindoroComplaintforWeb_Sept16_2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReport_MRL_May2012_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportMRLMay2012BISAYA.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessment_Mindoro_May92012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalofIFCMindoroResourcesOctober2012.pdf",Completed,,B,,"September 16, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=176,CAO,21,"Cultural heritage, ancestral lands, natural resources (forests, land, and water), information disclosure, and community consultation ",,,,176,$9.5 million equity investment,Mindoro Resources,26987,"Oil, Gas, Mining, & Chemicals",,"September 16, 2011",,Mining,2011
Closed,,,Philippines,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/CAOupdatetostakeholders10-11-08.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/StakeholderassessmentandframeworkAug2008.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/09_May19Ambuklao-BingaHydroelectricPowerPlantcomplaintMOA.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Ambuklao-Binga_-_Conclusion_report_english.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,B,,"June 01, 2008",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=85,CAO,21,,,,,85,$85 million (A Loan) & $15 million (C Loan),Ambuklao-Binga,26996,Infrastructure,,"June 01, 2008",,Utilities,2008
Open - Ombudsman,,,Philippines,,,Completed,http://www.cao-ombudsman.org/cases/document-links/documents/LetterofComplaint.pdf,Completed,,FI,,"October 11, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1266,CAO,21,"Climate change, inadequate compensation, health harms, loss of livelihoods, environmental and social management system",,,,1266,$30m C loan; $149m equity; $75m bond ,"Rizal Commercial Banking Corporation (RCBC) 30235, 32853, 34115,",37489,Financial Markets,,"October 11, 2017",,Banking,2017
Closed,,,Albania,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/AlbaniaHydrosAssessmentReport_April2013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AlbaniaHydrosAssessmentReport_April2013_Albanian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCOfficialResponsetoAssessmentReport_May72013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_AlbaniaHydrosC-I-R7-Y13-F183.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,N/A,,"January 14, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=194,CAO,21,Social & environmental impacts of privatization,,,,194,N/A,Albania Hydros,583387,Environment & Social Development,,"January 14, 2013",,Power,2013
Open - Compliance,,Completed,Albania,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/LengaricaAlbaniaComplaint_2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EnsoLengaricaAssessmentReportNov252015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ENSOHydro-IFCManagementResponsetoCAOassessmentreport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ConclusionReport-EnsoAlbania-February_2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_EnsoAlbania-01_05162016forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_EnsoAlbania-01_05162016_Albanian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforensoAlbaniaFinal.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_EnsoAlbania-01_05162016forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforensoAlbaniaFinal_albanian.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforensoAlbaniaFinal.pdf",,,B,,"June 22, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=240,CAO,21,"Biodiversity and critical habitats, ecotourism livelihood, IFC due diligence, national law",,,,240,$8.66 million equity,Enso Albania,30979,Infrastructure,,"June 22, 2015",,Renewable Energy,2015
